participant,distance_setting,number_of_objects,trial_number,target_present,ran,order,response_yes,yes_no_correct,hit,false_alarm,rt_sec,rt_where_sec,response_where_x,response_where_y,target_pos_x,target_pos_y,click_distance_deg,distance_shapecomp,background_shape_idx,proto_object_idx,date_str
SR,mid,4,91,True,1.0,90.0,1.0,1.0,1,0,0.44076204,0.79993606,9.942762042872149,-0.668795653107992,-4.425465286941173,-2.877651977600891,14.537022,1.0092586278915403,0.0,31.0,2023-06-26_15h47.16.779
SR,mid,4,92,False,1.0,91.0,0.0,1.0,0,0,0.3105452,,,,,,,,3.0,-1.0,2023-06-26_15h47.16.779
SR,mid,4,93,True,1.0,92.0,1.0,1.0,1,0,0.582731,0.44790983,5.573297109233267,5.127433340494606,7.478273475009163,4.772487148965091,1.937762,1.0129791498184204,0.0,68.0,2023-06-26_15h47.16.779
SR,mid,4,94,True,1.0,93.0,1.0,1.0,1,0,0.6207309,0.47141504,8.099858465419015,6.420438269836724,8.948343782597052,6.251539725661361,0.8651324,1.0037909746170044,0.0,63.0,2023-06-26_15h47.16.779
SR,mid,4,95,False,1.0,94.0,0.0,1.0,0,0,0.290555,,,,,,,,3.0,-1.0,2023-06-26_15h47.16.779
SR,mid,4,96,True,1.0,95.0,0.0,0.0,0,0,0.57512,,,,1.5403572236789802,-8.405099963611177,,1.000043272972107,0.0,28.0,2023-06-26_15h47.16.779
SR,mid,4,97,False,1.0,96.0,0.0,1.0,0,0,0.544549,,,,,,,,3.0,-1.0,2023-06-26_15h47.16.779
SR,mid,4,98,True,1.0,97.0,1.0,1.0,1,0,0.38842392,0.480237,9.407725520385757,-1.991524833699354,9.906635085538763,-3.0397880217576176,1.1609335,0.9727528691291808,0.0,0.0,2023-06-26_15h47.16.779
SR,mid,4,99,False,1.0,98.0,0.0,1.0,0,0,0.362159,,,,,,,,3.0,-1.0,2023-06-26_15h47.16.779
SR,mid,4,100,False,1.0,99.0,0.0,1.0,0,0,0.3714509,,,,,,,,3.0,-1.0,2023-06-26_15h47.16.779
DH,high,16,1,False,1.0,0.0,0.0,1.0,0,0,0.35718894,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,2,False,1.0,1.0,0.0,1.0,0,0,0.34920502,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,3,False,1.0,2.0,0.0,1.0,0,0,0.260252,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,4,True,1.0,3.0,0.0,0.0,0,0,0.22904515,,,,5.635641012936184,-2.8711811559724056,,1.497239351272583,0.0,20.0,2023-06-26_13h48.14.556
DH,high,16,5,False,1.0,4.0,1.0,0.0,0,1,0.64334893,0.49599195,1.3821776830898502,7.371614309812535,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,6,False,1.0,5.0,0.0,1.0,0,0,0.49069715,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,7,True,1.0,6.0,0.0,0.0,0,0,0.5998869,,,,-9.605864539985404,-3.3309129085560816,,1.491304636001587,0.0,65.0,2023-06-26_13h48.14.556
DH,high,16,8,False,1.0,7.0,0.0,1.0,0,0,0.49340606,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,9,True,1.0,8.0,0.0,0.0,0,0,0.553951,,,,2.97719509613221,7.450113454714046,,1.4970649480819702,0.0,36.0,2023-06-26_13h48.14.556
DH,high,16,10,False,1.0,9.0,0.0,1.0,0,0,0.360497,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,11,True,1.0,10.0,1.0,1.0,1,0,0.5924051,0.535861,5.58815923485789,10.477798565358544,5.039867875313932,9.662573175066363,0.982454,1.5169181823730469,0.0,56.0,2023-06-26_13h48.14.556
DH,high,16,12,True,1.0,11.0,0.0,0.0,0,0,0.43842387,,,,-2.0131408393870127,-9.98020133814858,,1.514548420906067,0.0,6.0,2023-06-26_13h48.14.556
DH,high,16,13,False,1.0,12.0,0.0,1.0,0,0,0.332649,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,14,True,1.0,13.0,1.0,1.0,1,0,0.638535,0.4559059,-5.067984837996118,4.295154305515772,-4.389844467086013,3.755944307569032,0.8663843,1.4989203214645386,0.0,65.0,2023-06-26_13h48.14.556
DH,high,16,15,True,1.0,14.0,1.0,1.0,1,0,0.6795881,0.5514581,1.1443836730958974,10.477798565358544,-0.0803890937922198,11.17959480744556,1.41159,1.4970649480819702,0.0,44.0,2023-06-26_13h48.14.556
DH,high,16,16,True,1.0,15.0,0.0,0.0,0,0,0.4056468,,,,2.371356058125631,-12.051700970740788,,1.497239351272583,0.0,20.0,2023-06-26_13h48.14.556
DH,high,16,17,False,1.0,16.0,0.0,1.0,0,0,0.357023,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,18,True,1.0,17.0,1.0,1.0,1,0,0.73303604,0.55173206,-4.428913436137369,-9.45231189725962,-5.111722979309097,-11.365733422935058,2.031603,1.515953540802002,0.0,38.0,2023-06-26_13h48.14.556
DH,high,16,19,True,1.0,18.0,1.0,1.0,1,0,0.522352,0.4319601,-0.8768654118527007,-5.900263872974953,-0.46135431953542,-5.637739810867242,0.49149603,1.4945101737976074,0.0,59.0,2023-06-26_13h48.14.556
DH,high,16,20,False,1.0,19.0,0.0,1.0,0,0,0.46888494,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,21,False,1.0,20.0,0.0,1.0,0,0,0.43106508,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,22,False,1.0,21.0,0.0,1.0,0,0,0.40281296,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,23,True,1.0,22.0,0.0,0.0,0,0,0.42600918,,,,-0.5446549848315779,-10.611262803649712,,1.503100037574768,0.0,26.0,2023-06-26_13h48.14.556
DH,high,16,24,False,1.0,23.0,0.0,1.0,0,0,0.37241197,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,25,False,1.0,24.0,0.0,1.0,0,0,0.32651687,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,26,True,1.0,25.0,1.0,1.0,1,0,0.53712606,0.6560669,-11.116869967217289,0.8322790349788347,4.288494837510644,6.860784713943292,16.54292,1.4957720041275024,0.0,6.0,2023-06-26_13h48.14.556
DH,high,16,27,False,1.0,26.0,0.0,1.0,0,0,0.3457451,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,28,True,1.0,27.0,0.0,0.0,0,0,0.37701416,,,,-0.4964677303104003,-7.489034920957709,,1.4957720041275024,0.0,6.0,2023-06-26_13h48.14.556
DH,high,16,29,False,1.0,28.0,0.0,1.0,0,0,0.40364313,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,30,True,1.0,29.0,0.0,0.0,0,0,0.31666803,,,,3.0756977329478272,-7.327203827679357,,1.503100037574768,0.0,26.0,2023-06-26_13h48.14.556
DH,high,16,31,True,1.0,30.0,0.0,0.0,0,0,0.63815904,,,,-5.073758704513494,-3.511539735149208,,1.498714804649353,0.0,15.0,2023-06-26_13h48.14.556
DH,high,16,32,False,1.0,31.0,0.0,1.0,0,0,0.33059502,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,33,False,1.0,32.0,0.0,1.0,0,0,0.31836987,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,34,False,1.0,33.0,0.0,1.0,0,0,0.35276985,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,35,True,1.0,34.0,1.0,1.0,1,0,0.567796,0.7674711,-1.3673155574652285,10.730454700977118,-2.0197321441966274,10.525152707893064,0.6839564,1.4970649480819702,0.0,36.0,2023-06-26_13h48.14.556
DH,high,16,36,True,1.0,35.0,0.0,0.0,0,0,0.421911,,,,-12.257353976331151,0.7828390567550183,,1.480380654335022,0.0,5.0,2023-06-26_13h48.14.556
DH,high,16,37,True,1.0,36.0,1.0,1.0,1,0,0.53326297,0.583838,9.259104264139534,0.7579684068557243,9.09364240210619,1.1606504935391952,0.43535098,1.5050394535064695,0.0,60.0,2023-06-26_13h48.14.556
DH,high,16,38,True,1.0,37.0,0.0,0.0,0,0,0.36237907,,,,-9.116746022630338,-0.0120940300986658,,1.5024561882019043,0.0,57.0,2023-06-26_13h48.14.556
DH,high,16,39,True,1.0,38.0,1.0,1.0,1,0,0.6284249,0.799958,-0.7282441556064803,6.539335274833701,-1.7766884064095745,6.743311893029334,1.068102,1.4988467693328855,0.0,60.0,2023-06-26_13h48.14.556
DH,high,16,40,False,1.0,39.0,0.0,1.0,0,0,0.40882993,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,41,False,1.0,40.0,0.0,1.0,0,0,0.41666198,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,42,False,1.0,41.0,0.0,1.0,0,0,0.39405704,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,43,False,1.0,42.0,0.0,1.0,0,0,0.28772688,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,44,False,1.0,43.0,0.0,1.0,0,0,0.43729496,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,45,False,1.0,44.0,0.0,1.0,0,0,0.34481502,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,46,True,1.0,45.0,0.0,0.0,0,0,0.33569908,,,,-0.5272992974395596,7.172986245712897,,1.497239351272583,0.0,20.0,2023-06-26_13h48.14.556
DH,high,16,47,False,1.0,46.0,0.0,1.0,0,0,0.34035587,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,48,False,1.0,47.0,0.0,1.0,0,0,0.37038994,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,49,False,1.0,48.0,0.0,1.0,0,0,0.41045213,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,50,True,1.0,49.0,1.0,1.0,1,0,0.63635397,0.615474,-8.560584359782299,7.04464754607085,-10.872286667749371,6.259711333233888,2.44133,1.4957720041275024,0.0,6.0,2023-06-26_13h48.14.556
DH,high,16,51,False,1.0,50.0,0.0,1.0,0,0,0.23610711,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,52,False,1.0,51.0,0.0,1.0,0,0,0.37860203,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,53,False,1.0,52.0,0.0,1.0,0,0,0.28634906,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,54,True,1.0,53.0,1.0,1.0,1,0,0.5488858,0.631897,6.375851892962857,8.887551123523984,6.747415695220656,8.85084685880395,0.3733723,1.4988467693328855,0.0,50.0,2023-06-26_13h48.14.556
DH,high,16,55,True,1.0,54.0,1.0,1.0,1,0,0.7636299,0.60039806,1.7388686980807797,4.681569571755944,1.604047496482269,4.76021239329997,0.15608154,1.4957720041275024,0.0,6.0,2023-06-26_13h48.14.556
DH,high,16,56,True,1.0,55.0,0.0,0.0,0,0,0.2527628,,,,5.2092730474809015,-3.1823412175316026,,1.5148485898971558,0.0,41.0,2023-06-26_13h48.14.556
DH,high,16,57,False,1.0,56.0,0.0,1.0,0,0,0.30183697,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,58,True,1.0,57.0,0.0,0.0,0,0,0.3264668,,,,1.5536357024077634,-11.040198855410866,,1.5018826723098757,0.0,71.0,2023-06-26_13h48.14.556
DH,high,16,59,False,1.0,58.0,0.0,1.0,0,0,0.37993407,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,60,False,1.0,59.0,0.0,1.0,0,0,0.6373658,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,61,True,1.0,60.0,1.0,1.0,1,0,0.59272194,0.50386715,-0.7282441556064803,-8.293066098539104,-0.6722924757551039,-8.656479910468969,0.36769578,1.5050394535064695,0.0,60.0,2023-06-26_13h48.14.556
DH,high,16,62,True,1.0,61.0,1.0,1.0,1,0,0.617697,0.624027,7.0297854204462284,7.416200686686402,7.53796612658381,7.701783420446871,0.58292806,1.5024561882019043,0.0,42.0,2023-06-26_13h48.14.556
DH,high,16,63,False,1.0,62.0,0.0,1.0,0,0,0.28952408,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,64,False,1.0,63.0,0.0,1.0,0,0,0.34355593,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,65,False,1.0,64.0,0.0,1.0,0,0,0.39700413,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,66,True,1.0,65.0,0.0,0.0,0,0,0.716068,,,,-0.3140106333999199,-8.051640157750102,,1.492204666137695,0.0,47.0,2023-06-26_13h48.14.556
DH,high,16,67,False,1.0,66.0,0.0,1.0,0,0,0.26852798,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,68,False,1.0,67.0,0.0,1.0,0,0,0.34256887,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,69,True,1.0,68.0,1.0,1.0,1,0,1.18872,0.77569294,7.980961460422039,-4.295154305515772,-5.615864248779103,5.9442493660255655,17.021135,1.4945224523544312,0.0,12.0,2023-06-26_13h48.14.556
DH,high,16,70,False,1.0,69.0,0.0,1.0,0,0,0.37725902,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,71,True,1.0,70.0,1.0,1.0,1,0,0.8519161,0.41580987,-2.1698703411948186,-6.405576144212102,-4.92174350484684,1.228564828294244,8.114981,1.491206407546997,0.0,66.0,2023-06-26_13h48.14.556
DH,high,16,72,False,1.0,71.0,0.0,1.0,0,0,0.41590714,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,73,True,1.0,72.0,1.0,1.0,1,0,0.88071084,0.56017303,2.273905220567173,-7.668856822304976,2.119595454096028,-6.958053703426813,0.72736,1.4988467693328855,0.0,60.0,2023-06-26_13h48.14.556
DH,high,16,74,False,1.0,73.0,0.0,1.0,0,0,0.2551129,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,75,True,1.0,74.0,0.0,0.0,0,0,0.472286,,,,-6.283850528883029,-7.749128365626282,,1.4957720041275024,0.0,6.0,2023-06-26_13h48.14.556
DH,high,16,76,True,1.0,75.0,0.0,0.0,0,0,0.23359704,,,,-0.164577049758497,-11.62282489472444,,1.500314235687256,0.0,20.0,2023-06-26_13h48.14.556
DH,high,16,77,False,1.0,76.0,0.0,1.0,0,0,0.40646195,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,78,False,1.0,77.0,0.0,1.0,0,0,0.31038904,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,79,True,1.0,78.0,1.0,1.0,1,0,0.63078094,0.57579684,-3.834428411152488,-6.346127641713614,-4.0282853787986,-6.907457009775194,0.5938612,1.4988467693328855,0.0,60.0,2023-06-26_13h48.14.556
DH,high,16,80,True,1.0,79.0,0.0,0.0,0,0,0.320426,,,,-2.527274112860669,-6.037816762232162,,1.4855709075927734,0.0,37.0,2023-06-26_13h48.14.556
DH,high,16,81,True,1.0,80.0,1.0,1.0,1,0,0.97148204,0.54349804,4.622121069257457,4.681569571755944,6.484042161754228,3.835336767272472,2.0452042,1.504594087600708,0.0,15.0,2023-06-26_13h48.14.556
DH,high,16,82,False,1.0,81.0,0.0,1.0,0,0,0.427274,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,83,False,1.0,82.0,0.0,1.0,0,0,0.3977611,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,84,True,1.0,83.0,0.0,0.0,0,0,0.3970909,,,,3.3711359648510046,8.66067824099721,,1.491304636001587,0.0,65.0,2023-06-26_13h48.14.556
DH,high,16,85,True,1.0,84.0,1.0,1.0,1,0,0.56449795,0.5437281,8.694343490403897,-0.3566910149909291,8.335683812856393,-1.3755651733278418,1.080158,1.5050394535064695,0.0,60.0,2023-06-26_13h48.14.556
DH,high,16,86,True,1.0,85.0,1.0,1.0,1,0,0.7754791,0.70380306,10.96824871097107,-4.176257300518795,11.419933642994836,-4.388036351139998,0.49886838,1.5018826723098757,0.0,16.0,2023-06-26_13h48.14.556
DH,high,16,87,True,1.0,86.0,0.0,0.0,0,0,0.5399821,,,,-7.53277062800529,2.980499719433682,,1.5023231506347656,0.0,24.0,2023-06-26_13h48.14.556
DH,high,16,88,False,1.0,87.0,0.0,1.0,0,0,0.32853794,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,89,True,1.0,88.0,1.0,1.0,1,0,0.5090661,0.41547704,5.186881842993094,2.957562999299788,5.472235291312565,2.878906529236267,0.29599565,1.4945101737976074,0.0,46.0,2023-06-26_13h48.14.556
DH,high,16,90,True,1.0,89.0,0.0,0.0,0,0,0.25247192,,,,1.2445586228680532,-6.141997233958899,,1.5023231506347656,0.0,24.0,2023-06-26_13h48.14.556
DH,high,16,91,False,1.0,90.0,0.0,1.0,0,0,0.34192896,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,92,True,1.0,91.0,1.0,1.0,1,0,0.65287495,0.39973497,-0.4607258943632834,-10.269728806613834,-11.99361850824658,-2.0266899907813816,14.17587,1.499178767204285,0.0,35.0,2023-06-26_13h48.14.556
DH,high,16,93,True,1.0,92.0,0.0,0.0,0,0,0.26995397,,,,-10.58137754187346,-4.281267841955063,,1.497239351272583,0.0,20.0,2023-06-26_13h48.14.556
DH,high,16,94,False,1.0,93.0,0.0,1.0,0,0,0.41807008,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,95,True,1.0,94.0,0.0,0.0,0,0,0.41187406,,,,-11.480241218128516,5.245311382824681,,1.497310996055603,0.0,20.0,2023-06-26_13h48.14.556
DH,high,16,96,True,1.0,95.0,0.0,0.0,0,0,0.48453903,,,,-5.017527606516062,-6.203946043404668,,1.500314235687256,0.0,20.0,2023-06-26_13h48.14.556
DH,high,16,97,True,1.0,96.0,1.0,1.0,1,0,0.70296216,0.47985315,10.700730449727873,-1.932076331200866,8.242944927158952,1.5725367541505737,4.28054,1.5016756057739258,0.0,63.0,2023-06-26_13h48.14.556
DH,high,16,98,False,1.0,97.0,0.0,1.0,0,0,0.4456029,,,,,,,,15.0,-1.0,2023-06-26_13h48.14.556
DH,high,16,99,True,1.0,98.0,1.0,1.0,1,0,0.74084187,0.57602,-9.437449771635,5.365227350488559,-8.7362054421939,5.044250114147721,0.77121335,1.480380654335022,0.0,5.0,2023-06-26_13h48.14.556
DH,high,16,100,True,1.0,99.0,1.0,1.0,1,0,0.69536614,0.680336,-9.184793636016424,8.872688997899361,-9.203708853761531,8.413061772865099,0.46001628,1.496986746788025,0.0,26.0,2023-06-26_13h48.14.556
OF,low,16,1,True,1.0,0.0,0.0,0.0,0,0,0.6419761,,,,-5.309634473756876,5.176154219343661,,0.480796605348587,0.0,31.0,2023-06-29_11h54.59.359
OF,low,16,2,False,1.0,1.0,0.0,1.0,0,0,0.6071341,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,3,False,1.0,2.0,0.0,1.0,0,0,0.629277,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,4,True,1.0,3.0,0.0,0.0,0,0,0.22370696,,,,9.612236548727902,-0.4321665283194575,,0.6391835808753967,0.0,34.0,2023-06-29_11h54.59.359
OF,low,16,5,False,1.0,4.0,0.0,1.0,0,0,0.18040586,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,6,False,1.0,5.0,1.0,0.0,0,1,0.45875788,0.22403812,3.4628752705369363,4.934225707374519,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,7,False,1.0,6.0,1.0,0.0,0,1,0.28508592,0.54397106,-8.828102621025495,-4.592396818008212,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,8,True,1.0,7.0,0.0,0.0,0,0,0.70112896,,,,-4.391453985544384,5.046508698447084,,0.5488704442977905,0.0,30.0,2023-06-29_11h54.59.359
OF,low,16,9,False,1.0,8.0,0.0,1.0,0,0,0.31523013,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,10,False,1.0,9.0,0.0,1.0,0,0,0.21396089,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,11,True,1.0,10.0,0.0,0.0,0,0,0.36157417,,,,2.456549687604804,11.231113616086263,,0.5488704442977905,0.0,67.0,2023-06-29_11h54.59.359
OF,low,16,12,False,1.0,11.0,0.0,1.0,0,0,0.27530003,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,13,False,1.0,12.0,0.0,1.0,0,0,0.18859982,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,14,True,1.0,13.0,0.0,0.0,0,0,0.64308906,,,,-10.667296152071172,2.0437531617679183,,0.5251665115356445,0.0,14.0,2023-06-29_11h54.59.359
OF,low,16,15,True,1.0,14.0,0.0,0.0,0,0,0.39274883,,,,-1.54538646827986,-8.780007622195173,,0.5975151658058167,0.0,6.0,2023-06-29_11h54.59.359
OF,low,16,16,True,1.0,15.0,0.0,0.0,0,0,0.943172,,,,-1.7783679983626772,-10.017643887984434,,0.5472683310508728,0.0,23.0,2023-06-29_11h54.59.359
OF,low,16,17,False,1.0,16.0,0.0,1.0,0,0,0.47227812,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,18,True,1.0,17.0,0.0,0.0,0,0,0.41133404,,,,7.128421644959822,5.6902399669892585,,0.7461138367652893,0.0,53.0,2023-06-29_11h54.59.359
OF,low,16,19,False,1.0,18.0,0.0,1.0,0,0,0.548687,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,20,False,1.0,19.0,0.0,1.0,0,0,0.69094706,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,21,True,1.0,20.0,0.0,0.0,0,0,0.19865394,,,,1.2541885217258226,-8.6785393339215,,0.480796605348587,0.0,36.0,2023-06-29_11h54.59.359
OF,low,16,22,True,1.0,21.0,0.0,0.0,0,0,0.32645082,,,,8.529607411341365,8.805282359181478,,0.5041901469230652,0.0,40.0,2023-06-29_11h54.59.359
OF,low,16,23,False,1.0,22.0,0.0,1.0,0,0,0.25080204,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,24,True,1.0,23.0,0.0,0.0,0,0,0.1794331,,,,8.743767688088516,6.2653114772288125,,0.468918114900589,0.0,21.0,2023-06-29_11h54.59.359
OF,low,16,25,True,1.0,24.0,0.0,0.0,0,0,0.19966507,,,,4.100693355893305,-7.794493973319346,,0.7434694766998291,0.0,68.0,2023-06-29_11h54.59.359
OF,low,16,26,True,1.0,25.0,0.0,0.0,0,0,0.34344912,,,,6.0729779668183,3.168174815282977,,0.8074294924736023,0.0,37.0,2023-06-29_11h54.59.359
OF,low,16,27,True,1.0,26.0,1.0,1.0,1,0,0.43862915,0.40019417,-4.205981551768039,8.679481364779274,-6.58727969287452,8.763851764638735,2.3827922,0.7545811533927917,0.0,13.0,2023-06-29_11h54.59.359
OF,low,16,28,True,1.0,27.0,1.0,1.0,1,0,0.35291195,0.43136406,-3.2399433861676057,8.575446485406921,-3.825399051410121,7.87884814220513,0.90994924,0.5187864303588867,0.0,39.0,2023-06-29_11h54.59.359
OF,low,16,29,False,1.0,28.0,0.0,1.0,0,0,0.33833504,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,30,False,1.0,29.0,0.0,1.0,0,0,0.39074707,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,31,True,1.0,30.0,0.0,0.0,0,0,0.340106,,,,-4.446384219775838,4.557416756695131,,0.566596508026123,0.0,9.0,2023-06-29_11h54.59.359
OF,low,16,32,False,1.0,31.0,0.0,1.0,0,0,0.6101098,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,33,False,1.0,32.0,0.0,1.0,0,0,0.3302102,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,34,False,1.0,33.0,0.0,1.0,0,0,0.542439,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,35,True,1.0,34.0,0.0,0.0,0,0,0.4272821,,,,-2.3225518737062307,-4.456302623175082,,0.8074294924736023,0.0,37.0,2023-06-29_11h54.59.359
OF,low,16,36,True,1.0,35.0,0.0,0.0,0,0,0.28712487,,,,-1.3285076227023402,5.565862857390036,,0.480796605348587,0.0,36.0,2023-06-29_11h54.59.359
OF,low,16,37,True,1.0,36.0,0.0,0.0,0,0,0.508049,,,,-2.28392176874024,11.011455651113062,,0.8329626321792603,0.0,61.0,2023-06-29_11h54.59.359
OF,low,16,38,True,1.0,37.0,0.0,0.0,0,0,0.3317678,,,,3.6370626019387022,-6.874734583659152,,0.4687917530536651,0.0,39.0,2023-06-29_11h54.59.359
OF,low,16,39,False,1.0,38.0,0.0,1.0,0,0,0.5044179,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,40,True,1.0,39.0,0.0,0.0,0,0,0.39826894,,,,2.747673627460488,11.111107395967078,,0.5251665115356445,0.0,14.0,2023-06-29_11h54.59.359
OF,low,16,41,True,1.0,40.0,0.0,0.0,0,0,0.501323,,,,1.2705794783780222,-5.527335451424685,,0.7461138367652893,0.0,53.0,2023-06-29_11h54.59.359
OF,low,16,42,True,1.0,41.0,0.0,0.0,0,0,0.46043205,,,,8.061534280184707,0.3035302728613598,,0.909707009792328,0.0,66.0,2023-06-29_11h54.59.359
OF,low,16,43,True,1.0,42.0,1.0,1.0,1,0,0.49260998,0.4235742,7.84720232980044,4.50322406426048,7.303788838887762,4.1399258815434825,0.6536695,0.5251665115356445,0.0,14.0,2023-06-29_11h54.59.359
OF,low,16,44,False,1.0,43.0,0.0,1.0,0,0,0.3308499,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,45,True,1.0,44.0,0.0,0.0,0,0,0.31127882,,,,4.750167250476794,-4.719279945800573,,0.5495201945304871,0.0,22.0,2023-06-29_11h54.59.359
OF,low,16,46,False,1.0,45.0,0.0,1.0,0,0,0.49017286,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,47,True,1.0,46.0,0.0,0.0,0,0,0.63833594,,,,-3.6873741808943854,-6.964991745699061,,0.6391835808753967,0.0,34.0,2023-06-29_11h54.59.359
OF,low,16,48,True,1.0,47.0,1.0,1.0,1,0,0.466707,0.42355394,7.014923294821606,3.150770632419873,6.671151837076484,2.7207701922271776,0.55052626,0.909707009792328,0.0,66.0,2023-06-29_11h54.59.359
OF,low,16,49,True,1.0,48.0,0.0,0.0,0,0,0.468292,,,,9.60378264781919,-7.520401618330731,,0.7787971496582031,0.0,37.0,2023-06-29_11h54.59.359
OF,low,16,50,False,1.0,49.0,0.0,1.0,0,0,0.52592015,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,51,False,1.0,50.0,0.0,1.0,0,0,0.71806717,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,52,False,1.0,51.0,0.0,1.0,0,0,0.39790988,,,,,,,,15.0,-1.0,2023-06-29_11h54.59.359
OF,low,16,53,True,1.0,52.0,1.0,1.0,1,0,0.67695117,0.40011,2.912976622425921,5.81109111922722,-0.8768987921157906,-9.607919703218196,15.877942,0.4986608028411865,0.0,52.0,2023-06-29_11h54.59.359
