,participant,distance_setting,number_of_objects,target_present,response_yes,yes_no_correct,target_pos_x,response_where_x,target_pos_y,response_where_y,hit,false_alarm,distance,angle,distance_delta
1308,HT,low,2,True,0.0,0.0,3.3271313468809884,,10.853266382284994,,0,0,11.351792552907039,1.2733359763974552,
1309,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1310,HT,low,2,True,1.0,1.0,-10.513080191221434,-9.273966389764157,2.305439987614577,1.3821776830898502,1,0,10.762894993613234,2.9257172548191126,1.5452560616021584
1311,HT,low,2,True,1.0,1.0,-7.300701382280974,-5.15715759174385,10.648332648625187,2.288767346191795,1,0,12.910740833469488,2.171805407740983,8.630012284324893
1312,HT,low,2,True,0.0,0.0,-2.774929137862692,,9.525968163381629,,0,0,9.921910157319493,1.8542538966263546,
1313,HT,low,2,False,1.0,0.0,,-9.45231189725962,,3.165632758044496,0,1,,,
1314,HT,low,2,True,1.0,1.0,3.1174250532588106,4.815328702377543,5.179420326944537,-8.887551123523984,1,0,6.045224055885104,1.028990582039909,14.169070632542812
1315,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1316,HT,low,2,True,1.0,1.0,3.1950570497456834,2.957562999299788,9.80632942174414,8.857826872274739,1,0,10.313703809926594,1.2558267430085095,0.9777834680271246
1317,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1318,HT,low,2,True,0.0,0.0,7.222445861930481,,-8.293428199000243,,0,0,10.997484963412733,-0.8543137978353228,
1319,HT,low,2,True,0.0,0.0,-5.833544884820959,,2.7052207467587275,,0,0,6.430277226676515,2.7073753319405163,
1320,HT,low,2,True,0.0,0.0,-0.697846866713025,,-9.536814174639783,,0,0,9.562312212587052,-1.643840145727648,
1321,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1322,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1323,HT,low,2,True,1.0,1.0,1.3700879974154945,0.8025547837295905,7.2053630578830905,8.27820397291448,1,0,7.334466437074231,1.3828911895147185,1.2137057211705138
1324,HT,low,2,True,1.0,1.0,2.271677803535865,2.288767346191795,10.155421583937253,9.913037791622903,1,0,10.406397435740004,1.3507280274927997,0.24298550418672005
1325,HT,low,2,False,1.0,0.0,,6.554197400458322,,4.399189184888126,0,1,,,
1326,HT,low,2,False,1.0,0.0,,7.698581073554219,,9.303690641013402,0,1,,,
1327,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1328,HT,low,2,True,1.0,1.0,-5.741065374012418,-0.6985199043572362,-6.227272955778477,-7.728305324803464,1,0,8.46987367641657,-2.315592331211007,5.261213071754533
1329,HT,low,2,False,1.0,0.0,,-5.186881842993094,,-8.70920561602852,0,1,,,
1330,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1331,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1332,HT,low,2,True,0.0,0.0,3.244532072161149,,6.760638439792036,,0,0,7.498881281956397,1.123345404052107,
1333,HT,low,2,True,0.0,0.0,-6.400032757861639,,3.73561214882044,,0,0,7.410480242745197,2.613254809680537,
1334,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1335,HT,low,2,False,1.0,0.0,,-4.250567928641906,,-6.554197400458322,0,1,,,
1336,HT,low,2,True,1.0,1.0,6.692762715522016,5.617883486107134,2.695917038116701,2.54142348181037,1,0,7.215333772091874,0.3829271211094087,1.0859252353489663
1337,HT,low,2,False,1.0,0.0,,-10.210280304115347,,-1.2930049293421182,0,1,,,
1338,HT,low,2,True,0.0,0.0,4.595410884229436,,-2.6146500085786086,,0,0,5.287172766446589,-0.5172906151974747,
1339,HT,low,2,True,0.0,0.0,-4.054497355999993,,3.521321833315954,,0,0,5.37016352298499,2.426457232401861,
1340,HT,low,2,False,1.0,0.0,,-10.90880020847258,,-2.288767346191795,0,1,,,
1341,HT,low,2,False,1.0,0.0,,6.450162521085968,,4.250567928641906,0,1,,,
1342,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1343,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1344,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1345,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1346,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1347,HT,low,2,True,1.0,1.0,-11.989019158112216,8.411963103536078,-3.1861037027189947,-3.135908506795252,1,0,12.405153653948082,-2.881844562943634,20.401044012446572
1348,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1349,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1350,HT,low,2,True,1.0,1.0,11.574640674829729,9.80900291225055,-3.019750216418598,-1.872627828702378,1,0,11.962073320331346,-0.25520493769841596,2.105556097814867
1351,HT,low,2,True,1.0,1.0,4.140146002011387,-8.813240495400875,5.988515341772571,-9.021310254145584,1,0,7.280324506271429,0.9659009441559633,19.826373500245126
1352,HT,low,2,True,1.0,1.0,-3.766470141632168,-7.133820299818583,10.656292909207366,4.741018074254433,1,0,11.302339399196514,1.910541615214855,6.806579424414698
1353,HT,low,2,False,1.0,0.0,,9.690105907253574,,-0.1486212562462204,0,1,,,
1354,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1355,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1356,HT,low,2,True,1.0,1.0,-5.388586480516497,-6.702818656704542,-3.4018806668545136,0.951176039975811,1,0,6.372570621776088,-2.5784670625355854,4.547120946907882
1357,HT,low,2,True,1.0,1.0,-5.765256195960626,7.62427044543111,-3.576295388865668,6.212368511092016,1,0,6.784398846875399,-2.586366856262356,16.58605934593488
1358,HT,low,2,False,1.0,0.0,,2.6900447380565904,,-3.789842034278622,0,1,,,
1359,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1360,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1361,HT,low,2,True,1.0,1.0,-8.362764381102135,-9.244242138514911,-7.095476362862304,-5.053122712371495,1,0,10.967297429620857,-2.4379929501803117,2.2244575676974807
1362,HT,low,2,True,1.0,1.0,5.9951536650562085,5.350365224863936,5.2959112929381815,6.004298752347307,1,0,7.999283961099709,0.7235483273129747,0.9578960931404293
1363,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1364,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1365,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1366,HT,low,2,True,0.0,0.0,-9.221420164155925,,-5.449623447191024,,0,0,10.711348447327985,-2.60783604064051,
1367,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1368,HT,low,2,True,0.0,0.0,10.89229211666724,,-1.8899759593703072,,0,0,11.055045756658316,-0.1718044212229366,
1369,HT,low,2,False,1.0,0.0,,6.019160877971929,,-9.110483007893317,0,1,,,
1370,HT,low,2,True,0.0,0.0,7.915614136717969,,5.8051470209334335,,0,0,9.81614379968334,0.6327786821205936,
1371,HT,low,2,False,1.0,0.0,,0.2675182612431968,,-5.067984837996118,0,1,,,
1372,HT,low,2,True,1.0,1.0,-2.032978184671549,-1.7388686980807797,8.771508642681138,8.20389334479137,1,0,9.004019334051895,1.7985457435623116,0.6392867247966095
1373,HT,low,2,True,1.0,1.0,2.3935628170133687,8.887551123523984,-7.287999245416691,6.301541264839747,1,0,7.6709892426064075,-1.2534695517029493,15.061457280256697
1374,HT,low,2,True,1.0,1.0,-11.2560443493482,3.789842034278622,1.124965506380022,-6.554197400458322,1,0,11.312121011774865,3.0419802025548908,16.892253846623575
1375,HT,low,2,True,0.0,0.0,6.190062968508719,,6.689799708351965,,0,0,9.114290959365354,0.8241785608305084,
1376,HT,low,2,False,1.0,0.0,,9.58607102788122,,0.980900291225055,0,1,,,
1377,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1378,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1379,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1380,HT,low,2,True,1.0,1.0,-9.055185095991,-8.887551123523984,3.842202003338974,4.146533049269552,1,0,9.836609850813417,2.740306922971948,0.3474457284847113
1381,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1382,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1383,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1384,HT,low,2,True,0.0,0.0,-11.043624132235305,,-3.0847760799002333,,0,0,11.466362868722351,-2.869208662887839,
1385,HT,low,2,True,1.0,1.0,-9.868521755539264,-11.41411247970973,4.897752326051793,-1.4119019343390944,1,0,11.017064013923923,2.6809090183964606,6.49619793204538
1386,HT,low,2,False,1.0,0.0,,-9.407725520385757,,-3.314254014290716,0,1,,,
1387,HT,low,2,True,0.0,0.0,-11.15365181926127,,2.1684472472927308,,0,0,11.362487067961911,2.949572141846623,
1388,HT,low,2,False,0.0,1.0,,,,,0,0,,,
1389,HT,low,2,True,1.0,1.0,6.221168459525793,7.564821942932621,-4.665634368970641,-3.34397826553996,1,0,7.776315391412479,-0.6434762151863203,1.8847226690436116
1390,HT,low,2,True,0.0,0.0,8.432295663717065,,-2.109723880650661,,0,0,8.692211744598108,-0.24516281659160316,
1391,HT,low,2,True,1.0,1.0,1.461402086196458,1.4862125624622045,5.222652976644025,5.692194114230244,1,0,5.423264715278801,1.2979546643780635,0.47019617142028414
1392,HT,low,2,True,1.0,1.0,-0.7450770675290302,0.029724251249244,12.668515090006444,7.089233922944716,1,0,12.690406393109665,1.6295419466337944,5.632823042197423
1393,HT,low,2,True,1.0,1.0,5.100430248898313,5.380089476113181,-7.864829022763051,-7.416200686686402,1,0,9.373895896646864,-0.9954683779206033,0.5286555280116914
1394,HT,low,2,True,1.0,1.0,6.080834374659018,6.18264425984277,-5.717609060038633,-5.45440010423629,1,0,8.34671193078272,-0.7546220164816753,0.2822130527379774
1395,HT,low,2,False,1.0,0.0,,10.492660690983165,,-0.3566910149909291,0,1,,,
1396,HT,low,2,False,1.0,0.0,,-9.957624168496771,,-6.123195757344283,0,1,,,
1397,HT,low,2,True,0.0,0.0,4.688352200791781,,-11.200668095127693,,0,0,12.142306705724433,-1.174377800898575,
1398,HT,low,2,True,1.0,1.0,4.06160391180004,9.021310254145584,11.674890242485253,7.148682425443204,1,0,12.361217112826177,1.2360004624748278,6.714554654283124
1399,HT,low,2,True,0.0,0.0,5.089119866185129,,-1.6362677635547247,,0,0,5.345700441144128,-0.3110836287361736,
1400,DB,mid,8,True,1.0,1.0,-9.180990171757635,-8.620032862280786,1.3155408464645877,2.660320486807346,1,0,9.274762975549674,2.999271770011792,1.4570879809180721
1401,DB,mid,8,True,1.0,1.0,-4.280606423902949,-5.51384860673478,6.661885242206383,5.915125998599575,1,0,7.918605075181259,2.141917729196479,1.4417127485834447
1402,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1403,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1404,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1405,DB,mid,8,True,1.0,1.0,0.0577284133336085,0.2080697587447086,11.987219874926376,11.91942475094688,1,0,11.987358879233405,1.5659805340040063,0.16492028066740336
1406,DB,mid,8,True,0.0,0.0,-2.2360627782727773,,9.46362122095279,,0,0,9.72420193959612,1.8028207878527953,
1407,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1408,DB,mid,8,True,1.0,1.0,-2.359140999351484,-1.932076331200866,5.6998859269003175,6.791991410452275,1,0,6.168812352025097,1.9632214778062649,1.1726374622989206
1409,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1410,DB,mid,8,True,1.0,1.0,0.7733909077906552,2.2441809693179287,12.52263791717864,11.369526102835865,1,0,12.546497276172877,1.5091152448162204,1.8689275698817995
1411,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1412,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1413,DB,mid,8,True,1.0,1.0,-6.268654688944436,-5.276054596740827,2.301175285118953,2.3928022255641497,1,0,6.67768218037272,2.7897726615377216,0.9968201639503295
1414,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1415,DB,mid,8,True,1.0,1.0,-7.535028557349111,-7.178406676692448,-0.6209943204034034,-0.2229318843693307,1,0,7.560574667711437,-3.059364157521838,0.5344463197969239
1416,DB,mid,8,True,0.0,0.0,1.6177410024263086,,-11.162709854530563,,0,0,11.279325212412532,-1.4268746532984837,
1417,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1418,DB,mid,8,False,1.0,0.0,,1.917214205576244,,-12.751703785925717,0,1,,,
1419,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1420,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1421,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1422,DB,mid,8,True,1.0,1.0,-10.97106009559582,-11.41411247970973,4.4363952319189135,3.7749799086539992,1,0,11.834093217267128,2.7573225541959543,0.7960939925151118
1423,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1424,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1425,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1426,DB,mid,8,True,0.0,0.0,-0.0211957703290462,,-5.53285850535213,,0,0,5.53289910453166,-1.574627197694949,
1427,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1428,DB,mid,8,False,1.0,0.0,,4.414051310512748,,7.163544551067827,0,1,,,
1429,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1430,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1431,DB,mid,8,True,0.0,0.0,8.316653276513616,,0.5472647993507517,,0,0,8.334639793197608,0.06570875609020262,
1432,DB,mid,8,True,0.0,0.0,-9.945884215505696,,2.74926765103149,,0,0,10.318870357032962,2.8719042998746116,
1433,DB,mid,8,True,1.0,1.0,4.111657585069521,4.280292179891149,3.73471537995757,3.9384632905248425,1,0,5.554622135316798,0.737394757288347,0.26448220664381955
1434,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1435,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1436,DB,mid,8,True,0.0,0.0,-4.336309523738478,,-7.68637868332421,,0,0,8.825191077202001,-2.0844421637142356,
1437,DB,mid,8,True,1.0,1.0,-1.5067029206937474,-1.3970398087144724,7.972543814606617,8.27820397291448,1,0,8.113668009417768,1.7575798763853467,0.3247370174553042
1438,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1439,DB,mid,8,True,0.0,0.0,4.431551545445605,,-4.584589868388603,,0,0,6.376293073665353,-0.8023703492968947,
1440,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1441,DB,mid,8,False,1.0,0.0,,8.263341847289858,,-10.16569392724148,0,1,,,
1442,DB,mid,8,True,1.0,1.0,10.397775807749625,11.726217117826794,-3.722700038260547,-4.161395174894173,1,0,11.044104188348118,-0.3438091737991525,1.3990031226646855
1443,DB,mid,8,True,1.0,1.0,6.063908281494837,6.762267159203032,-1.9781353604161964,-2.511699230561126,1,0,6.378401300522771,-0.3153300626605369,0.8788603561419098
1444,DB,mid,8,True,1.0,1.0,10.30857129453725,11.057421464718802,-3.4318209250818663,-3.433151019287693,1,0,10.864807269178186,-0.3213690218236976,0.7488513514253247
1445,DB,mid,8,False,1.0,0.0,,-0.2526561356185747,,9.615795279130465,0,1,,,
1446,DB,mid,8,True,1.0,1.0,4.112651578865035,4.339740682389637,-3.7511487653391287,-5.172019717368473,1,0,5.566418962748522,-0.7394600079129809,1.4389036532236557
1447,DB,mid,8,True,0.0,0.0,9.219007596694226,,8.844524097226222,,0,0,12.775590302382163,0.7646696663666604,
1448,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1449,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1450,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1451,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1452,DB,mid,8,False,1.0,0.0,,-0.2675182612431968,,13.316464559661355,0,1,,,
1453,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1454,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1455,DB,mid,8,True,0.0,0.0,7.541092766663948,,-1.6614960572694306,,0,0,7.721958900677547,-0.21686088622756317,
1456,DB,mid,8,True,1.0,1.0,6.754953220882,6.806853536076897,-0.8656066580257128,-0.7431062812311022,1,0,6.810188536503417,-0.12744940820339168,0.13304129070386828
1457,DB,mid,8,True,0.0,0.0,-5.75038130847964,,-3.98721291236698,,0,0,6.997481832878024,-2.5353218858417477,
1458,DB,mid,8,True,0.0,0.0,12.161963849886982,,1.0593336033103875,,0,0,12.208011810653705,0.0868829051731451,
1459,DB,mid,8,False,1.0,0.0,,-8.738929867277763,,-0.0743106281231102,0,1,,,
1460,DB,mid,8,True,1.0,1.0,-1.282731357299308,5.944850249848818,-5.264265617045241,4.815328702377543,1,0,5.418292371384515,-1.809806331236895,12.403070488073746
1461,DB,mid,8,True,0.0,0.0,2.947333733003352,,-5.146484560121351,,0,0,5.930689627797676,-1.0507007586900203,
1462,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1463,DB,mid,8,True,0.0,0.0,6.202827971482603,,10.152258785804026,,0,0,11.897202750972264,1.0223423261398874,
1464,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1465,DB,mid,8,False,1.0,0.0,,-7.802615952926573,,-2.3779400999395275,0,1,,,
1466,DB,mid,8,True,0.0,0.0,1.383905133347165,,-12.06955092885904,,0,0,12.148631735402418,-1.4566340227136136,
1467,DB,mid,8,True,1.0,1.0,6.262949429700458,11.087145715968049,-0.6736225660190641,0.2229318843693307,1,0,6.299071591943959,-0.10714486276621596,4.906799332655581
1468,DB,mid,8,True,1.0,1.0,-6.522906366879214,-7.04464754607085,-2.608228986461632,-2.556285607434992,1,0,7.025038499317428,-2.7612096621316327,0.5243204866195714
1469,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1470,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1471,DB,mid,8,True,0.0,0.0,4.812515319939056,,-11.172129472556447,,0,0,12.164570714012578,-1.1640563745473644,
1472,DB,mid,8,True,1.0,1.0,4.186446106870034,4.087084546771062,-10.408616565664063,-11.592457987205195,1,0,11.21898524006265,-1.1883865249002217,1.18800388508701
1473,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1474,DB,mid,8,True,0.0,0.0,5.6517697179735125,,6.116265738406374,,0,0,8.327737239358964,0.824848675375757,
1475,DB,mid,8,True,1.0,1.0,4.698205925939843,5.944850249848818,-11.479727791889044,-11.78566562032528,1,0,12.403922327167564,-1.1823318327621746,1.2836354720880636
1476,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1477,DB,mid,8,True,1.0,1.0,-3.8872650833660063,-4.295154305515772,-10.468959278253386,-11.04255933909418,1,0,11.167360395280712,-1.926331016948586,0.7038399301989778
1478,DB,mid,8,True,0.0,0.0,7.041762973662217,,1.438033886340236,,0,0,7.187097274665409,0.2014451753508859,
1479,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1480,DB,mid,8,True,1.0,1.0,3.3492126510829423,3.864152662401732,4.071275506751963,3.879014788026354,1,0,5.271860168294725,0.8823994292941474,0.5496611676495647
1481,DB,mid,8,True,1.0,1.0,-6.48487178977559,-6.271817013590503,-0.1804035663739207,-1.0403487937235432,1,0,6.487380640642854,-3.113780685144935,0.8859447678589626
1482,DB,mid,8,True,1.0,1.0,11.356047294993653,12.068046007193102,-3.976604415943013,-3.9533254161494646,1,0,12.032173238739132,-0.33683075637222276,0.7123791673014183
1483,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1484,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1485,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1486,DB,mid,8,True,1.0,1.0,0.9848008653254302,1.1889700499697635,8.692699328107533,9.244242138514911,1,0,8.748305799023425,1.45798674327819,0.5881194841785136
1487,DB,mid,8,False,1.0,0.0,,,,,0,1,,,
1488,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1489,DB,mid,8,True,1.0,1.0,2.73809079236282,2.7643553661797005,5.402517883760827,5.216606094242338,1,0,6.056759915299402,1.1017095768240124,0.18775787951441406
1490,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1491,DB,mid,8,True,0.0,0.0,-8.505064177155463,,9.221741449309704,,0,0,12.544984336994995,2.315787481798671,
1492,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1493,DB,mid,8,False,0.0,1.0,,,,,0,0,,,
1494,DB,mid,8,True,1.0,1.0,-1.453790571763927,-1.1889700499697635,-6.455938505711518,-7.84720232980044,1,0,6.617601454913884,-1.79228833078472,1.4162432478151004
1495,DB,mid,8,True,0.0,0.0,0.6408346477393451,,-10.241868580837789,,0,0,10.26189753763384,-1.5083076989649442,
1496,DB,mid,8,True,1.0,1.0,-3.112036124040231,-2.630596235558102,-6.307002079496974,-6.68795653107992,1,0,7.03299680563773,-2.0291705763734034,0.6139305012805182
1497,DB,mid,8,True,0.0,0.0,5.350663513850711,,-5.176773903265437,,0,0,7.445037816155356,-0.7688819124024163,
1498,DB,mid,8,True,0.0,0.0,7.92134354924277,,-4.552677074116158,,0,0,9.136440891633509,-0.5216354525771705,
1499,DB,mid,8,True,1.0,1.0,-5.781456378687372,-5.439537978611669,-4.138513615340435,-3.92360116490022,1,0,7.110030436153073,-2.5203243550222005,0.40385090524170736
1500,HT,high,4,True,1.0,1.0,-5.834447163856898,-4.741018074254433,-6.916229270423051,-6.598783777332188,1,0,9.048480592281466,-2.2715560240715438,1.1385775402108436
1501,HT,high,4,True,1.0,1.0,6.141978246463265,4.993674209873008,8.301538388735267,7.505373440434134,1,0,10.326637226109634,0.9338163063161531,1.3973119856899614
1502,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1503,HT,high,4,False,1.0,0.0,,9.318552766638025,,-0.8471411606034567,0,1,,,
1504,HT,high,4,False,1.0,0.0,,1.8131793262038896,,3.507461647410803,0,1,,,
1505,HT,high,4,True,1.0,1.0,10.124516755145942,4.874777204876032,-2.904679294142221,-6.940612666698495,1,0,10.532948368194418,-0.2793914749931316,6.621821768469881
1506,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1507,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1508,HT,high,4,True,0.0,0.0,-6.38116885497897,,5.096575520723403,,0,0,8.166663822773081,2.467651024653389,
1509,HT,high,4,True,1.0,1.0,5.134833409414793,2.4522507280626376,-1.71000298025346,8.27820397291448,1,0,5.41208133114406,-0.3214686608197239,10.342172304772479
1510,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1511,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1512,HT,high,4,True,1.0,1.0,6.548111658832593,7.862064455425062,1.8361296957562003,2.6900447380565904,1,0,6.800671919463333,0.27338513261680075,1.5670490902138474
1513,HT,high,4,True,1.0,1.0,8.486842757065132,6.762267159203032,-2.209801133915744,5.721918365479488,1,0,8.76981875722664,-0.2547236349680316,8.117039805854594
1514,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1515,HT,high,4,True,1.0,1.0,1.5855213134022283,0.7728305324803463,-10.460397225248697,-9.927899917247526,1,0,10.579876556238421,-1.420367645799905,0.971606756061274
1516,HT,high,4,True,1.0,1.0,2.1656917947855834,4.1168087980203065,-6.966274510550035,6.375851892962857,1,0,7.295149176428179,-1.2693858667886604,13.484034801483848
1517,HT,high,4,False,1.0,0.0,,1.248418552468252,,7.490511314809512,0,1,,,
1518,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1519,HT,high,4,True,1.0,1.0,2.6041969392953463,4.636983194882078,6.714465332239503,8.12958271666826,1,0,7.201797442061348,1.2008088600109013,2.4768482336660864
1520,HT,high,4,True,1.0,1.0,-3.366840784744115,-2.437388602438016,10.856157744040727,10.745316826601735,1,0,11.366256104510043,1.8715223244606487,0.9360379629973815
1521,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1522,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1523,HT,high,4,True,1.0,1.0,-9.018595422698288,-8.070134214169771,-6.983685500869051,-5.929988124224196,1,0,11.40644232762184,-2.4826793679186943,1.417694193270052
1524,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1525,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1526,HT,high,4,True,1.0,1.0,3.873388835135114,3.685807154906267,3.349035317110607,3.864152662401732,1,0,5.1204666411767095,0.7129245530144054,0.5482086885276933
1527,HT,high,4,True,1.0,1.0,-2.169815878433651,-2.199594592444063,-6.307784427029405,-5.484124355485535,1,0,6.67055060127554,-1.902107183047819,0.8241982075106489
1528,HT,high,4,True,1.0,1.0,2.6451447948965456,5.751642616728732,-11.53622058758611,-2.675182612431968,1,0,11.835589399409473,-1.3454019779942563,9.389798864415143
1529,HT,high,4,True,1.0,1.0,-0.7029659102590088,-0.8471411606034567,11.198259155044552,9.883313540373662,1,0,11.220301652563776,1.6334886343704749,1.3228259418208008
1530,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1531,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1532,HT,high,4,False,1.0,0.0,,10.997972962220317,,-1.0552109193481654,0,1,,,
1533,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1534,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1535,HT,high,4,True,1.0,1.0,0.1468383473330516,-0.1337591306215984,-5.049473210399206,-12.023459630319234,1,0,5.051607783942333,-1.541724585786213,6.979629039559587
1536,HT,high,4,False,1.0,0.0,,-7.371614309812535,,-3.299391888666094,0,1,,,
1537,HT,high,4,True,0.0,0.0,0.9863075152895232,,-9.667494225857013,,0,0,9.717677043496314,-1.469125030818968,
1538,HT,high,4,True,1.0,1.0,-8.865712583788918,2.912976622425921,1.622970820267505,-9.898175665998282,1,0,9.013040214144889,2.9605358664620045,16.47647825764342
1539,HT,high,4,True,0.0,0.0,3.726126784490357,,-3.8350139760876414,,0,0,5.347088274087495,-0.7997980626670832,
1540,HT,high,4,True,1.0,1.0,-2.086825849139898,4.874777204876032,-8.498340322430884,-6.821715661701519,1,0,8.750807411918807,-1.8115888685180261,7.160655510122644
1541,HT,high,4,True,1.0,1.0,8.319535158307273,-2.4671128536872597,0.2181744628065254,6.791991410452275,1,0,8.322395409167468,0.026218348164109076,12.63197706599486
1542,HT,high,4,True,1.0,1.0,6.899129460709806,6.078609380470416,-8.688860995996988,-7.936375083548172,1,0,11.094786736273562,-0.8997123737780913,1.1133230665489606
1543,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1544,HT,high,4,True,1.0,1.0,5.610475627759344,5.320640973614692,10.032258327347373,8.679481364779274,1,0,11.49450494437722,1.0608840609653911,1.3834773714080475
1545,HT,high,4,True,0.0,0.0,-2.6493096995145646,,6.707452381494041,,0,0,7.211709875886025,1.9469676610259603,
1546,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1547,HT,high,4,True,1.0,1.0,-6.3816800829268905,-6.286679139215126,1.365062950625521,1.4119019343390944,1,0,6.5260430231493425,2.9308648962455766,0.10592010999544063
1548,HT,high,4,True,1.0,1.0,-1.0358892658389516,-0.5350365224863937,-8.04937678593324,-8.189031219166749,1,0,8.11575832642898,-1.6987847159869898,0.5199584899254512
1549,HT,high,4,True,1.0,1.0,-2.982116221533897,2.600871984308858,-4.381221679338958,6.896026289824629,1,0,5.299822691585567,-2.168423203651137,12.583563845929481
1550,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1551,HT,high,4,True,1.0,1.0,-4.829033445652999,-4.35460280801426,4.545595297119396,4.978812084248386,1,0,6.631892687945821,2.3864198822705247,0.6424649520251393
1552,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1553,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1554,HT,high,4,False,0.0,1.0,,,,,0,0,,,
1555,HT,high,4,False,0.0,1.0,,,,,0,0,,,
